orig_name,true_class,doy,hour,station,station_set
109465_01230017.JPG,red_fox,23,9,8229_2_F,s1
109476_01260028.JPG,roe_deer,26,7,8229_2_F,s1
10948_I_00071c.JPG,empty,296,7,5938_3For,s1
109481_01280033.JPG,empty,28,17,8229_2_F,s1
109503_01300055.JPG,others,30,3,8229_2_F,s1
109507_01300059.JPG,others,30,3,8229_2_F,s1
10952_I_00025c.JPG,roe_deer,275,2,5938_3For,s1
109529_01300081.JPG,empty,30,18,8229_2_F,s1
109566_02030118.JPG,others,34,4,8229_2_F,s1
109572_02030124.JPG,empty,34,5,8229_2_F,s1
109582_02050134.JPG,red_fox,36,1,8229_2_F,s1
10959_I_00006c.JPG,roe_deer,268,2,5938_3For,s1
109600_02060152.JPG,others,37,21,8229_2_F,s1
109603_02060155.JPG,others,37,23,8229_2_F,s1
109609_02070161.JPG,others,38,7,8229_2_F,s1
109624_02080176.JPG,others,39,1,8229_2_F,s1
109625_02080177.JPG,empty,39,1,8229_2_F,s1
109631_02090183.JPG,others,40,23,8229_2_F,s1
109636_02110188.JPG,others,42,19,8229_2_F,s1
10965_I_00040c.JPG,roe_deer,287,1,5938_3For,s1
109674_02150226.JPG,others,46,21,8229_2_F,s1
1097_10100114.JPG,empty,283,17,5728_2Fb,s2
109719_02200271.JPG,roe_deer,51,8,8229_2_F,s1
10989_12090310.JPG,empty,343,14,5838_2For,s1
10996_I_00029c.JPG,roe_deer,278,18,5938_3For,s1
11014_I_00063c.JPG,empty,293,11,5938_3For,s1
11019_I_00048a.JPG,roe_deer,290,23,5938_3For,s1
11043_I_00092c.JPG,roe_deer,308,6,5938_3For,s1
1105_10100122.JPG,empty,283,17,5728_2Fb,s2
11086_I_00047b.JPG,roe_deer,290,23,5938_3For,s1
11094_I_00072c.JPG,roe_deer,296,20,5938_3For,s1
11098_I_00050b.JPG,empty,290,23,5938_3For,s1
11115_I_00075a.JPG,roe_deer,301,0,5938_3For,s1
11118_12110439.JPG,empty,345,16,5838_2For,s1
11143_12120464.JPG,empty,346,10,5838_2For,s1
11143_I_00012b.JPG,roe_deer,271,21,5938_3For,s1
11160_I_00034a.JPG,roe_deer,282,20,5938_3For,s1
11161_I_00047c.JPG,roe_deer,290,23,5938_3For,s1
11166_I_00020a.JPG,roe_deer,272,23,5938_3For,s1
11176_I_00073b.JPG,roe_deer,296,20,5938_3For,s1
11181_I_00010b.JPG,roe_deer,271,18,5938_3For,s1
11189_I_00036b.JPG,roe_deer,282,22,5938_3For,s1
112_I_00129c.JPG,roe_deer,361,17,5636_4For,s1
11200_12130521.JPG,roe_deer,347,16,5838_2For,s1
11210_12130531.JPG,empty,347,17,5838_2For,s1
11263_I_00006c.JPG,empty,270,2,6034_2For,s2
11267_09240225.JPG,empty,267,17,6035_3For,s2
11288_I_00061c.JPG,roe_deer,333,22,6122_4For,s2
11290_12160611.JPG,empty,350,8,5838_2For,s1
11308_I_00076a.JPG,roe_deer,360,17,6122_4For,s2
11317_12160638.JPG,empty,350,17,5838_2For,s1
11339_I_00037c.JPG,roe_deer,318,18,6122_4For,s2
1134_02050055.JPG,empty,36,13,5728_2Fb,s2
11343_I_00056c.JPG,roe_deer,326,16,6122_4For,s2
11355_12180676.JPG,empty,352,8,5838_2For,s1
11368_I_00018c.JPG,empty,274,8,6122_4For,s2
11391_I_00071c.JPG,empty,346,16,6122_4For,s2
114_I_00178a.JPG,empty,11,2,5636_4For,s1
11416_I_00085b.JPG,roe_deer,38,18,6122_4For,s2
11425_I_00042c.JPG,roe_deer,319,0,6122_4For,s2
1145_10100162.JPG,empty,283,17,5728_2Fb,s2
11450_I_00043c.JPG,roe_deer,319,0,6122_4For,s2
115_I_00186b.JPG,roe_deer,15,7,5636_4For,s1
11502_I_00081c.JPG,wild_boar,34,21,6122_4For,s2
11507_I_00085a.JPG,roe_deer,38,18,6122_4For,s2
11525_I_00061b.JPG,roe_deer,333,22,6122_4For,s2
11526_I_00058b.JPG,red_deer,326,20,6122_4For,s2
11551_I_00049a.JPG,roe_deer,326,0,6122_4For,s2
11558_I_00087b.JPG,roe_deer,38,18,6122_4For,s2
11566_I_00078b.JPG,roe_deer,7,17,6122_4For,s2
11574_I_00024b.JPG,roe_deer,278,19,6122_4For,s2
11589_12240910.JPG,empty,358,12,5838_2For,s1
11592_I_00023a.JPG,roe_deer,278,19,6122_4For,s2
11595_I_00061a.JPG,others,333,22,6122_4For,s2
11596_12240917.JPG,roe_deer,358,12,5838_2For,s1
11607_10120105.JPG,roe_deer,285,1,6131_1For,s1
11621_12250942.JPG,empty,359,8,5838_2For,s1
11625_11130211.JPG,roe_deer,317,17,6131_1For,s1
11641_12050294.JPG,empty,339,16,6131_1For,s1
11652_12040282.JPG,empty,338,7,6131_1For,s1
11659_09290006.JPG,empty,272,8,6131_1For,s1
11662_01160402.JPG,empty,16,4,6131_1For,s1
11665_01290467.JPG,empty,29,2,6131_1For,s1
11666_11220239.JPG,roe_deer,326,21,6131_1For,s1
11669_12040274.JPG,empty,338,7,6131_1For,s1
11671_10150153.JPG,others,288,3,6131_1For,s1
11675_01050352.JPG,roe_deer,5,16,6131_1For,s1
11706_10110083.JPG,roe_deer,284,20,6131_1For,s1
11734_10150137.JPG,roe_deer,288,3,6131_1For,s1
11737_01290436.JPG,roe_deer,29,2,6131_1For,s1
11739_10110088.JPG,roe_deer,284,20,6131_1For,s1
11746_01150392.JPG,european_hare,15,3,6131_1For,s1
11751_10030030.JPG,empty,276,22,6131_1For,s1
11760_12290082.JPG,roe_deer,363,8,5838_2For,s1
11785_01290448.JPG,roe_deer,29,2,6131_1For,s1
11801_12110299.JPG,others,345,23,6131_1For,s1
11829_10210175.JPG,empty,294,22,6131_1For,s1
1184_10100201.JPG,empty,283,17,5728_2Fb,s2
11845_01250426.JPG,empty,25,22,6131_1For,s1
11854_10110065.JPG,roe_deer,284,18,6131_1For,s1
11875_12280321.JPG,empty,362,1,6131_1For,s1
11915_10110038.JPG,roe_deer,284,17,6131_1For,s1
11927_10210176.JPG,empty,294,22,6131_1For,s1
11935_10110046.JPG,roe_deer,284,18,6131_1For,s1
11947_12310269.JPG,european_hare,365,16,5838_2For,s1
11949_12310271.JPG,european_hare,365,16,5838_2For,s1
11952_01230423.JPG,empty,23,6,6131_1For,s1
11958_10230187.JPG,roe_deer,296,16,6131_1For,s1
11974_01010296.JPG,empty,1,9,5838_2For,s1
11975_01290454.JPG,roe_deer,29,2,6131_1For,s1
12029_11190224.JPG,empty,323,17,6131_1For,s1
12030_10230188.JPG,roe_deer,296,16,6131_1For,s1
12034_01290464.JPG,roe_deer,29,2,6131_1For,s1
12038_12290333.JPG,empty,363,6,6131_1For,s1
12055_01060362.JPG,roe_deer,6,16,6131_1For,s1
12061_11130221.JPG,empty,317,17,6131_1For,s1
12071_01290468.JPG,empty,29,2,6131_1For,s1
12082_10150158.JPG,empty,288,3,6131_1For,s1
121220_09290077.JPG,empty,272,0,8235_For,s1
12123_10110061.JPG,roe_deer,284,18,6131_1For,s1
12124_12290323.JPG,european_hare,363,5,6131_1For,s1
121251_09290108.JPG,empty,272,16,8235_For,s1
12140_01030462.JPG,roe_deer,3,8,5838_2For,s1
121406_10020263.JPG,others,275,23,8235_For,s1
121409_10020266.JPG,roe_deer,275,23,8235_For,s1
121413_10020270.JPG,roe_deer,275,23,8235_For,s1
12144_01030466.JPG,roe_deer,3,8,5838_2For,s1
121447_10030304.JPG,empty,276,14,8235_For,s1
121454_10030311.JPG,empty,276,16,8235_For,s1
121461_10040318.JPG,empty,277,0,8235_For,s1
121474_10040331.JPG,red_squirrel,277,10,8235_For,s1
121491_10040348.JPG,empty,277,15,8235_For,s1
121523_10050380.JPG,empty,278,7,8235_For,s1
121529_10050386.JPG,empty,278,8,8235_For,s1
121540_10050397.JPG,empty,278,12,8235_For,s1
121547_10050404.JPG,empty,278,14,8235_For,s1
121586_10060443.JPG,empty,279,12,8235_For,s1
121618_10070475.JPG,empty,280,9,8235_For,s1
12164_12050289.JPG,roe_deer,339,16,6131_1For,s1
121646_10080503.JPG,empty,281,0,8235_For,s1
121685_10080542.JPG,empty,281,16,8235_For,s1
121693_10090550.JPG,red_squirrel,282,7,8235_For,s1
121705_10090562.JPG,red_squirrel,282,10,8235_For,s1
12171_01030493.JPG,roe_deer,3,11,5838_2For,s1
12172_01050350.JPG,roe_deer,5,16,6131_1For,s1
121729_10090586.JPG,empty,282,23,8235_For,s1
12178_01030500.JPG,roe_deer,3,11,5838_2For,s1
12180_10110053.JPG,roe_deer,284,18,6131_1For,s1
12188_10030028.JPG,wild_boar,276,22,6131_1For,s1
121907_10140764.JPG,empty,287,9,8235_For,s1
121997_10160854.JPG,empty,289,9,8235_For,s1
121999_10160856.JPG,empty,289,10,8235_For,s1
122_I_00211b.JPG,roe_deer,20,7,5636_4For,s1
122000_10160857.JPG,empty,289,10,8235_For,s1
12203_11130216.JPG,roe_deer,317,17,6131_1For,s1
122033_10160890.JPG,empty,289,17,8235_For,s1
122037_10170894.JPG,empty,290,0,8235_For,s1
122039_10170896.JPG,empty,290,8,8235_For,s1
122091_10170948.JPG,red_squirrel,290,15,8235_For,s1
122097_10170954.JPG,empty,290,16,8235_For,s1
12210_01030532.JPG,roe_deer,3,11,5838_2For,s1
122110_10180967.JPG,empty,291,9,8235_For,s1
122132_10180989.JPG,empty,291,15,8235_For,s1
12214_09290003.JPG,empty,272,8,6131_1For,s1
12217_01030539.JPG,roe_deer,3,11,5838_2For,s1
122179_10190037.JPG,empty,292,17,8235_For,s1
122193_10200051.JPG,empty,293,9,8235_For,s1
122220_10200078.JPG,empty,293,16,8235_For,s1
12224_I_00017b.JPG,empty,279,3,6137_4For,s1
12225_I_00026a.JPG,roe_deer,285,4,6137_4For,s1
122253_10210111.JPG,empty,294,16,8235_For,s1
12232_01030554.JPG,roe_deer,3,11,5838_2For,s1
122335_10240193.JPG,empty,297,7,8235_For,s1
122345_10240203.JPG,empty,297,11,8235_For,s1
12235_I_00060a.JPG,red_deer,324,21,6137_4For,s1
122358_10240216.JPG,empty,297,15,8235_For,s1
12236_01030558.JPG,roe_deer,3,11,5838_2For,s1
1224_10280452.JPG,roe_deer,301,7,5728_2Fb,s2
122433_10260291.JPG,red_squirrel,299,15,8235_For,s1
12245_01030567.JPG,roe_deer,3,11,5838_2For,s1
12246_I_00025c.JPG,roe_deer,284,3,6137_4For,s1
12247_I_00076a.JPG,wild_boar,334,0,6137_4For,s1
122571_10300429.JPG,roe_deer,303,6,8235_For,s1
122575_10300433.JPG,roe_deer,303,6,8235_For,s1
122579_10300437.JPG,empty,303,6,8235_For,s1
122583_10300441.JPG,empty,303,8,8235_For,s1
12260_I_00004c.JPG,others,273,5,6137_4For,s1
12261_I_00054c.JPG,roe_deer,321,22,6137_4For,s1
12263_I_00055a.JPG,roe_deer,321,22,6137_4For,s1
122644_10300502.JPG,empty,303,17,8235_For,s1
12266_I_00072b.JPG,wild_boar,333,23,6137_4For,s1
12267_I_00117c.JPG,roe_deer,47,21,6137_4For,s1
122670_10310528.JPG,empty,304,12,8235_For,s1
122692_11010550.JPG,empty,305,9,8235_For,s1
122697_11010555.JPG,empty,305,10,8235_For,s1
122723_11020581.JPG,empty,306,8,8235_For,s1
122756_11030614.JPG,empty,307,8,8235_For,s1
122766_11030624.JPG,empty,307,11,8235_For,s1
122778_11030636.JPG,empty,307,15,8235_For,s1
122788_11040646.JPG,empty,308,7,8235_For,s1
122796_11040654.JPG,empty,308,10,8235_For,s1
12282_I_00088b.JPG,roe_deer,343,6,6137_4For,s1
122870_11060728.JPG,empty,310,10,8235_For,s1
122903_11070761.JPG,empty,311,9,8235_For,s1
122934_11070792.JPG,empty,311,17,8235_For,s1
122967_11080825.JPG,empty,312,15,8235_For,s1
12300_I_00006a.JPG,roe_deer,273,19,6137_4For,s1
123020_11090878.JPG,empty,313,17,8235_For,s1
123092_11100950.JPG,roe_deer,314,23,8235_For,s1
123099_11100957.JPG,roe_deer,314,23,8235_For,s1
12312_I_00072a.JPG,wild_boar,333,23,6137_4For,s1
123122_11100980.JPG,roe_deer,314,23,8235_For,s1
123125_11100983.JPG,roe_deer,314,23,8235_For,s1
123128_11100986.JPG,empty,314,23,8235_For,s1
123130_11110988.JPG,empty,315,0,8235_For,s1
123150_11110009.JPG,empty,315,11,8235_For,s1
123155_11110014.JPG,empty,315,12,8235_For,s1
123178_11110037.JPG,roe_deer,315,14,8235_For,s1
12318_I_00064b.JPG,red_deer,324,21,6137_4For,s1
123263_11130122.JPG,empty,317,1,8235_For,s1
123266_11130125.JPG,roe_deer,317,1,8235_For,s1
123267_11130126.JPG,roe_deer,317,1,8235_For,s1
123273_11130132.JPG,empty,317,8,8235_For,s1
123317_11140176.JPG,empty,318,8,8235_For,s1
12333_I_00101b.JPG,empty,19,4,6137_4For,s1
123362_11140221.JPG,empty,319,0,8235_For,s1
123366_11150225.JPG,empty,319,8,8235_For,s1
12341_I_00023a.JPG,roe_deer,282,23,6137_4For,s1
12342_I_00054a.JPG,roe_deer,321,22,6137_4For,s1
123445_11170304.JPG,red_squirrel,321,9,8235_For,s1
123448_11170307.JPG,empty,321,10,8235_For,s1
123451_11170310.JPG,red_squirrel,321,10,8235_For,s1
123472_11170331.JPG,empty,321,17,8235_For,s1
123475_11180334.JPG,empty,322,0,8235_For,s1
123481_11180340.JPG,empty,322,9,8235_For,s1
123489_11180348.JPG,empty,322,11,8235_For,s1
12349_I_00113b.JPG,roe_deer,39,17,6137_4For,s1
123531_11190390.JPG,empty,323,0,8235_For,s1
123536_11190395.JPG,others,323,7,8235_For,s1
123567_11190426.JPG,empty,323,13,8235_For,s1
123580_11190439.JPG,empty,323,16,8235_For,s1
123581_11190440.JPG,empty,323,16,8235_For,s1
123599_11200458.JPG,empty,324,10,8235_For,s1
123653_11210512.JPG,empty,325,15,8235_For,s1
123736_11230595.JPG,empty,327,9,8235_For,s1
123738_11230597.JPG,empty,327,9,8235_For,s1
12375_01030697.JPG,others,3,16,5838_2For,s1
12376_I_00096c.JPG,roe_deer,8,2,6137_4For,s1
12378_01030700.JPG,empty,3,16,5838_2For,s1
12381_01030703.JPG,empty,3,16,5838_2For,s1
123822_11240681.JPG,empty,328,17,8235_For,s1
1239_11140568.JPG,wild_boar,318,21,5728_2Fb,s2
123961_11280820.JPG,empty,332,8,8235_For,s1
12397_I_00015c.JPG,wild_boar,276,22,6137_4For,s1
123983_11280842.JPG,empty,332,14,8235_For,s1
124009_11290868.JPG,empty,333,11,8235_For,s1
12402_I_00086b.JPG,roe_deer,337,7,6137_4For,s1
12404_01040726.JPG,empty,4,8,5838_2For,s1
124090_11300949.JPG,roe_deer,334,13,8235_For,s1
124096_11300955.JPG,empty,334,15,8235_For,s1
124112_12010971.JPG,roe_deer,335,8,8235_For,s1
124113_12010972.JPG,roe_deer,335,8,8235_For,s1
124115_12010974.JPG,roe_deer,335,8,8235_For,s1
124131_12010990.JPG,roe_deer,335,8,8235_For,s1
124183_12010043.JPG,others,335,12,8235_For,s1
12420_I_00073c.JPG,wild_boar,334,0,6137_4For,s1
124225_12020085.JPG,others,336,4,8235_For,s1
124229_12020089.JPG,empty,336,8,8235_For,s1
124269_12030129.JPG,red_fox,337,3,8235_For,s1
12427_01040749.JPG,empty,4,15,5838_2For,s1
124307_12030167.JPG,roe_deer,337,13,8235_For,s1
124373_12040233.JPG,others,338,5,8235_For,s1
124406_12040266.JPG,roe_deer,338,7,8235_For,s1
124407_12040267.JPG,roe_deer,338,7,8235_For,s1
12441_I_00094b.JPG,roe_deer,364,17,6137_4For,s1
124419_12040279.JPG,empty,338,9,8235_For,s1
124534_12060394.JPG,roe_deer,340,11,8235_For,s1
124544_12060404.JPG,empty,340,12,8235_For,s1
124547_12060407.JPG,empty,340,13,8235_For,s1
124567_12070427.JPG,roe_deer,341,5,8235_For,s1
124569_12070429.JPG,roe_deer,341,5,8235_For,s1
124570_12070430.JPG,red_fox,341,5,8235_For,s1
124611_12070471.JPG,empty,341,16,8235_For,s1
124612_12070472.JPG,empty,341,17,8235_For,s1
124641_12080501.JPG,empty,342,13,8235_For,s1
124655_12080515.JPG,empty,342,17,8235_For,s1
124663_12090523.JPG,empty,343,0,8235_For,s1
124665_12090525.JPG,empty,343,0,8235_For,s1
124682_12090542.JPG,empty,343,8,8235_For,s1
12469_I_00003c.JPG,roe_deer,272,19,6137_4For,s1
12474_01050796.JPG,empty,5,17,5838_2For,s1
124744_12100604.JPG,empty,344,8,8235_For,s1
12475_I_00062a.JPG,red_deer,324,21,6137_4For,s1
12477_I_00036b.JPG,roe_deer,289,19,6137_4For,s1
124798_12100658.JPG,red_fox,344,21,8235_For,s1
12481_01050803.JPG,empty,5,17,5838_2For,s1
12481_I_00027c.JPG,roe_deer,285,4,6137_4For,s1
124827_12110687.JPG,others,345,0,8235_For,s1
124891_12110751.JPG,roe_deer,345,15,8235_For,s1
124894_12110754.JPG,roe_deer,345,15,8235_For,s1
124906_12110766.JPG,roe_deer,345,15,8235_For,s1
124910_12110770.JPG,roe_deer,345,15,8235_For,s1
124912_12110772.JPG,roe_deer,345,15,8235_For,s1
12496_I_00072c.JPG,wild_boar,333,23,6137_4For,s1
124972_12120832.JPG,roe_deer,346,12,8235_For,s1
124974_12120834.JPG,roe_deer,346,12,8235_For,s1
125030_12140890.JPG,empty,348,0,8235_For,s1
12506_01050828.JPG,empty,5,17,5838_2For,s1
125083_12140943.JPG,roe_deer,348,13,8235_For,s1
125084_12140944.JPG,roe_deer,348,13,8235_For,s1
125090_12140950.JPG,roe_deer,348,13,8235_For,s1
125102_12140962.JPG,roe_deer,348,13,8235_For,s1
125108_12140968.JPG,roe_deer,348,13,8235_For,s1
125189_12160050.JPG,others,350,10,8235_For,s1
125225_12170086.JPG,empty,351,8,8235_For,s1
125234_12170095.JPG,roe_deer,351,10,8235_For,s1
125241_12170102.JPG,roe_deer,351,10,8235_For,s1
